area,area_title,prim_state,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
40,Oklahoma,OK,13-0000,Business and Financial Operations Occupations,major,92410,1,55.527,0.84,36.38,75660,0.8,23.86,32.63,44.29,49630,67870,92120
41,Oregon,OR,13-0000,Business and Financial Operations Occupations,major,129710,2.2,66.75,1,40.33,83890,0.5,28.72,37.14,48.4,59750,77250,100670
42,Pennsylvania,PA,13-0000,Business and Financial Operations Occupations,major,361240,1.7,60.728,0.91,39.9,82990,0.7,26.81,35.79,47.36,55770,74450,98520
44,Rhode Island,RI,13-0000,Business and Financial Operations Occupations,major,37310,2,76.42,1.15,43.59,90670,1,30.28,38.9,50.7,62980,80910,105460
45,South Carolina,SC,13-0000,Business and Financial Operations Occupations,major,108600,1.3,48.855,0.74,37.94,78920,0.7,24.73,33.45,45.65,51430,69570,94960
46,South Dakota,SD,13-0000,Business and Financial Operations Occupations,major,25540,1.6,57.469,0.87,37.01,76980,0.6,28.04,34.61,42.52,58320,71990,88430
47,Tennessee,TN,13-0000,Business and Financial Operations Occupations,major,175760,1.4,54.6,0.82,36.23,75350,0.7,23.98,31.48,43.18,49870,65480,89810
48,Texas,TX,13-0000,Business and Financial Operations Occupations,major,838580,1.4,61.851,0.93,40.24,83710,0.5,26.78,36.54,48.62,55700,76000,101130
49,Utah,UT,13-0000,Business and Financial Operations Occupations,major,118410,0.9,70.541,1.06,37.07,77100,1,23.75,32.28,45.68,49400,67140,95020
50,Vermont,VT,13-0000,Business and Financial Operations Occupations,major,16400,1.9,54.545,0.82,39.42,81990,1.7,28.6,35.3,45.83,59480,73420,95330
51,Virginia,VA,13-0000,Business and Financial Operations Occupations,major,385000,1.3,96.707,1.46,51.94,108030,3.3,30.11,40.88,58.93,62620,85030,122570
53,Washington,WA,13-0000,Business and Financial Operations Occupations,major,286980,1,82.1,1.24,47.81,99440,0.9,32.66,42.59,58.9,67940,88590,122510
54,West Virginia,WV,13-0000,Business and Financial Operations Occupations,major,29810,2,43.28,0.65,35.28,73380,1.2,23.2,30.49,41.29,48260,63410,85890
55,Wisconsin,WI,13-0000,Business and Financial Operations Occupations,major,179660,0.8,62.251,0.94,38.57,80220,0.5,27.47,35.29,45.75,57130,73410,95150
56,Wyoming,WY,13-0000,Business and Financial Operations Occupations,major,12410,1.9,45.348,0.68,40.95,85170,1.4,25.99,34.62,46.4,54060,72000,96520
1,Alabama,AL,13-1161,Market Research Analysts and Marketing Specialists,detailed,7220,2.9,3.514,0.63,32.9,68420,3,20.47,27.75,39.24,42580,57730,81620
2,Alaska,AK,13-1161,Market Research Analysts and Marketing Specialists,detailed,350,12.7,1.113,0.2,33.28,69210,4.1,26.86,28.84,36.09,55870,59990,75070
4,Arizona,AZ,13-1161,Market Research Analysts and Marketing Specialists,detailed,16680,5.7,5.328,0.96,36.88,76700,1.7,23.6,32.64,45.01,49080,67900,93620
5,Arkansas,AR,13-1161,Market Research Analysts and Marketing Specialists,detailed,5650,6.8,4.446,0.8,34.6,71970,2.4,21.86,30.28,45.57,45460,62980,94790
6,California,CA,13-1161,Market Research Analysts and Marketing Specialists,detailed,113630,3.4,6.332,1.14,48.1,100040,1,29.7,39.95,62.3,61770,83090,129590
8,Colorado,CO,13-1161,Market Research Analysts and Marketing Specialists,detailed,26880,3.2,9.492,1.7,41.16,85600,1.3,28.01,37.14,49.89,58260,77250,103760
9,Connecticut,CT,13-1161,Market Research Analysts and Marketing Specialists,detailed,8330,3.7,5.019,0.9,38.41,79890,1.9,27.68,35.53,44.99,57570,73900,93580
10,Delaware,DE,13-1161,Market Research Analysts and Marketing Specialists,detailed,2610,5.7,5.568,1,45.57,94790,2,31.69,40.73,57.72,65920,84710,120050
11,District of Columbia,DC,13-1161,Market Research Analysts and Marketing Specialists,detailed,6320,8,8.999,1.61,44.32,92190,5.9,28.42,38.28,51.63,59120,79630,107390
12,Florida,FL,13-1161,Market Research Analysts and Marketing Specialists,detailed,55760,3.1,5.828,1.05,38.86,80830,3,24.79,34.45,47.74,51550,71650,99290
13,Georgia,GA,13-1161,Market Research Analysts and Marketing Specialists,detailed,28440,3.5,5.977,1.07,38.04,79130,1.5,22.69,32.68,49.67,47180,67970,103310
15,Hawaii,HI,13-1161,Market Research Analysts and Marketing Specialists,detailed,1690,9.2,2.736,0.49,29.64,61640,3.8,21.3,28.51,36.23,44300,59300,75350
16,Idaho,ID,13-1161,Market Research Analysts and Marketing Specialists,detailed,2770,6.4,3.368,0.6,29.68,61730,3,20.54,26.82,34.76,42720,55780,72300
17,Illinois,IL,13-1161,Market Research Analysts and Marketing Specialists,detailed,37790,3.6,6.287,1.13,37.98,79000,1.1,25.14,33.65,47.23,52280,69990,98240
18,Indiana,IN,13-1161,Market Research Analysts and Marketing Specialists,detailed,14400,4.5,4.562,0.82,33.83,70360,1.2,22.9,29.97,40.2,47640,62330,83610
19,Iowa,IA,13-1161,Market Research Analysts and Marketing Specialists,detailed,7920,2.6,5.129,0.92,33.76,70230,0.9,23.39,30.13,39.74,48660,62660,82660
20,Kansas,KS,13-1161,Market Research Analysts and Marketing Specialists,detailed,8380,4,5.937,1.07,33.14,68920,1.7,22.66,29.43,40.22,47130,61220,83670
21,Kentucky,KY,13-1161,Market Research Analysts and Marketing Specialists,detailed,5830,6.2,2.968,0.53,31.06,64600,1.6,21.77,28.67,38.56,45280,59630,80200
22,Louisiana,LA,13-1161,Market Research Analysts and Marketing Specialists,detailed,4030,5.1,2.177,0.39,29.88,62140,2.4,21.07,27.7,35.44,43830,57620,73710
23,Maine,ME,13-1161,Market Research Analysts and Marketing Specialists,detailed,1870,13.3,3.01,0.54,35.23,73280,1.8,26.18,35.28,40.95,54460,73390,85180
24,Maryland,MD,13-1161,Market Research Analysts and Marketing Specialists,detailed,13560,5.4,5.063,0.91,37.13,77220,1.4,25.26,34.29,44.19,52540,71330,91910
25,Massachusetts,MA,13-1161,Market Research Analysts and Marketing Specialists,detailed,27020,4,7.416,1.33,44.36,92260,1.5,30.18,39.44,55.52,62770,82040,115470
26,Michigan,MI,13-1161,Market Research Analysts and Marketing Specialists,detailed,22570,2.8,5.191,0.93,35.39,73610,1,23.38,31.22,42.82,48630,64940,89070
27,Minnesota,MN,13-1161,Market Research Analysts and Marketing Specialists,detailed,22940,2.5,7.964,1.43,41.06,85410,2,28.34,37.97,50.24,58940,78970,104510
28,Mississippi,MS,13-1161,Market Research Analysts and Marketing Specialists,detailed,2480,10.2,2.152,0.39,27.77,57760,2.3,18.57,25.36,30.99,38630,52740,64450
29,Missouri,MO,13-1161,Market Research Analysts and Marketing Specialists,detailed,14030,6.9,4.879,0.88,35.19,73200,1.9,21.83,30.57,42.96,45400,63590,89360
30,Montana,MT,13-1161,Market Research Analysts and Marketing Specialists,detailed,1740,7.1,3.467,0.62,35.82,74500,4.6,25.42,33.36,43,52880,69380,89440
31,Nebraska,NE,13-1161,Market Research Analysts and Marketing Specialists,detailed,3690,3.6,3.691,0.66,31.24,64980,1.3,22.93,29.12,37.78,47690,60570,78570
32,Nevada,NV,13-1161,Market Research Analysts and Marketing Specialists,detailed,4290,7.5,2.894,0.52,33.16,68970,3.8,19.7,30.42,43.38,40970,63280,90220
33,New Hampshire,NH,13-1161,Market Research Analysts and Marketing Specialists,detailed,5410,4.1,8.006,1.44,35.38,73590,5.6,25,30.29,42.45,52000,63000,88290
34,New Jersey,NJ,13-1161,Market Research Analysts and Marketing Specialists,detailed,21120,3.6,5.026,0.9,44.76,93100,1,31.66,40.14,56.41,65850,83490,117340
35,New Mexico,NM,13-1161,Market Research Analysts and Marketing Specialists,detailed,1980,10.2,2.342,0.42,29.15,60630,1.8,21.48,27.35,34.03,44680,56880,70780
36,New York,NY,13-1161,Market Research Analysts and Marketing Specialists,detailed,83450,1.4,8.884,1.59,46.25,96200,1.2,31.11,41.38,58.31,64700,86060,121290
37,North Carolina,NC,13-1161,Market Research Analysts and Marketing Specialists,detailed,28020,2.3,5.843,1.05,39.88,82950,1.2,26.31,36.01,49.56,54720,74910,103090
38,North Dakota,ND,13-1161,Market Research Analysts and Marketing Specialists,detailed,1460,10.7,3.49,0.63,30.23,62870,3.8,22.37,28.2,36.85,46520,58650,76640
39,Ohio,OH,13-1161,Market Research Analysts and Marketing Specialists,detailed,26940,2.5,4.926,0.88,35.58,74000,1.4,23.74,31.42,43.53,49370,65340,90540
40,Oklahoma,OK,13-1161,Market Research Analysts and Marketing Specialists,detailed,7230,3.7,4.343,0.78,32.53,67660,2.8,20,27.8,39.76,41600,57820,82710
41,Oregon,OR,13-1161,Market Research Analysts and Marketing Specialists,detailed,11000,5.4,5.659,1.02,40.47,84170,1.8,28.24,37.31,48.6,58740,77610,101080
42,Pennsylvania,PA,13-1161,Market Research Analysts and Marketing Specialists,detailed,30820,4.6,5.181,0.93,32.8,68220,1.5,21.52,29.43,38.64,44770,61210,80360
44,Rhode Island,RI,13-1161,Market Research Analysts and Marketing Specialists,detailed,3240,6.8,6.643,1.19,37.39,77760,2.8,25.45,37.09,47.62,52940,77150,99050
45,South Carolina,SC,13-1161,Market Research Analysts and Marketing Specialists,detailed,9740,3.1,4.382,0.79,32.4,67400,3,21.58,28.96,39.22,44880,60230,81580
46,South Dakota,SD,13-1161,Market Research Analysts and Marketing Specialists,detailed,1480,7,3.322,0.6,33.17,68990,1.9,24.51,29.8,39.49,50980,61990,82140
47,Tennessee,TN,13-1161,Market Research Analysts and Marketing Specialists,detailed,12760,4.1,3.963,0.71,34.57,71910,2.2,22.92,30.57,41.04,47670,63580,85350
48,Texas,TX,13-1161,Market Research Analysts and Marketing Specialists,detailed,52200,3.3,3.85,0.69,36.23,75350,1.2,23.53,31.1,45.99,48940,64690,95650
49,Utah,UT,13-1161,Market Research Analysts and Marketing Specialists,detailed,14020,3.6,8.351,1.5,31.46,65440,1.8,19.11,28.79,38.96,39750,59890,81030
50,Vermont,VT,13-1161,Market Research Analysts and Marketing Specialists,detailed,980,8.1,3.243,0.58,33.98,70680,2.2,25.48,32,40.05,53000,66560,83300
51,Virginia,VA,13-1161,Market Research Analysts and Marketing Specialists,detailed,24180,2.5,6.074,1.09,41.24,85780,2.3,26.13,36.36,50.1,54350,75640,104210
53,Washington,WA,13-1161,Market Research Analysts and Marketing Specialists,detailed,25200,3.8,7.21,1.29,51.16,106420,1.1,31.25,46.61,63.84,65000,96960,132780
54,West Virginia,WV,13-1161,Market Research Analysts and Marketing Specialists,detailed,1370,5.1,1.995,0.36,27.43,57040,3.9,17.3,23.85,31.63,35980,49610,65780
55,Wisconsin,WI,13-1161,Market Research Analysts and Marketing Specialists,detailed,13920,2.1,4.824,0.87,32.47,67550,1,23.49,29.93,38.56,48850,62250,80200
56,Wyoming,WY,13-1161,Market Research Analysts and Marketing Specialists,detailed,980,7.7,3.597,0.65,28.24,58740,6.2,17.48,25.29,33.65,36360,52600,69990
1,Alabama,AL,13-2031,Budget Analysts,detailed,1030,4.5,0.503,1.62,45.86,95390,0.5,35.69,45.29,54.08,74240,94190,112490
2,Alaska,AK,13-2031,Budget Analysts,detailed,280,2.4,0.901,2.89,44.55,92660,0.6,37.14,44.53,52.08,77250,92620,108330
4,Arizona,AZ,13-2031,Budget Analysts,detailed,960,1.9,0.308,0.99,39,81120,0.9,31.66,38.09,45.66,65850,79230,94970
5,Arkansas,AR,13-2031,Budget Analysts,detailed,350,0.5,0.276,0.89,29.03,60370,0.6,21.26,25.99,35.69,44220,54060,74240
6,California,CA,13-2031,Budget Analysts,detailed,4770,2.8,0.266,0.85,49.52,102990,0.7,37.72,48.04,59.76,78450,99920,124290
8,Colorado,CO,13-2031,Budget Analysts,detailed,1220,3.5,0.43,1.38,44.36,92260,0.4,36.79,43.18,50.85,76520,89810,105760
9,Connecticut,CT,13-2031,Budget Analysts,detailed,710,5.7,0.428,1.37,43.72,90930,0.6,36.94,42.8,48.63,76830,89020,101150
10,Delaware,DE,13-2031,Budget Analysts,detailed,150,2.9,0.33,1.06,41.05,85380,0.8,34.02,38.47,48.87,70760,80010,101660
11,District of Columbia,DC,13-2031,Budget Analysts,detailed,1680,7.2,2.395,7.69,55.11,114620,1,45.28,55.64,64.62,94180,115730,134410
12,Florida,FL,13-2031,Budget Analysts,detailed,3710,2.7,0.388,1.24,40.84,84950,1.4,29.71,37.65,48.97,61800,78310,101860
13,Georgia,GA,13-2031,Budget Analysts,detailed,1920,2.7,0.404,1.3,42.94,89310,0.3,31.81,42.05,51.86,66160,87460,107860
15,Hawaii,HI,13-2031,Budget Analysts,detailed,250,4.9,0.403,1.29,40.64,84540,1.2,32.95,41.02,45.81,68540,85310,95290
16,Idaho,ID,13-2031,Budget Analysts,detailed,220,5.1,0.261,0.84,36.43,75770,2,30.2,34.78,40.51,62820,72340,84250
17,Illinois,IL,13-2031,Budget Analysts,detailed,870,5.9,0.145,0.47,43.27,90000,2.3,33.45,43.18,51.7,69580,89810,107540
18,Indiana,IN,13-2031,Budget Analysts,detailed,540,5,0.17,0.54,39.4,81950,1,34.11,39.83,44.13,70950,82840,91790
19,Iowa,IA,13-2031,Budget Analysts,detailed,470,3.1,0.301,0.97,39.53,82220,1,32.13,38.76,44.82,66830,80630,93230
20,Kansas,KS,13-2031,Budget Analysts,detailed,350,11.8,0.247,0.79,39.03,81190,1.1,31.44,39.19,45.65,65390,81520,94960
21,Kentucky,KY,13-2031,Budget Analysts,detailed,550,2.4,0.282,0.91,35.2,73220,0.7,27.02,34.26,42.47,56210,71260,88340
22,Louisiana,LA,13-2031,Budget Analysts,detailed,400,11,0.214,0.69,37.17,77310,1.7,30.71,35.33,40.88,63880,73490,85040
23,Maine,ME,13-2031,Budget Analysts,detailed,170,9,0.267,0.86,36.75,76440,2.4,30.88,37.57,39.82,64230,78150,82830
24,Maryland,MD,13-2031,Budget Analysts,detailed,2440,1.7,0.912,2.93,51.02,106130,0.7,38.51,49.11,62.82,80100,102150,130670
25,Massachusetts,MA,13-2031,Budget Analysts,detailed,1250,4,0.343,1.1,44.69,92950,1.4,37.01,41.94,52.51,76980,87240,109220
26,Michigan,MI,13-2031,Budget Analysts,detailed,610,4.6,0.14,0.45,41.4,86120,1.4,32.27,42.66,47.59,67120,88730,98990
27,Minnesota,MN,13-2031,Budget Analysts,detailed,300,7.3,0.104,0.33,44.7,92970,1.2,35.43,40.92,51.84,73690,85110,107830
28,Mississippi,MS,13-2031,Budget Analysts,detailed,370,3.4,0.319,1.02,36.33,75560,1,31.12,35.35,40.36,64730,73530,83950
29,Missouri,MO,13-2031,Budget Analysts,detailed,470,3.7,0.162,0.52,37.97,78980,0.6,29.51,35.69,43.81,61390,74240,91120
30,Montana,MT,13-2031,Budget Analysts,detailed,300,2,0.596,1.91,33.83,70360,2.1,28.73,32.03,38.81,59750,66620,80710
31,Nebraska,NE,13-2031,Budget Analysts,detailed,210,5.3,0.208,0.67,39.15,81440,1.4,32.73,38.56,45.85,68070,80200,95360
32,Nevada,NV,13-2031,Budget Analysts,detailed,350,8.7,0.24,0.77,38.06,79160,1,31.62,36.58,42.75,65770,76090,88920
33,New Hampshire,NH,13-2031,Budget Analysts,detailed,110,21,0.162,0.52,47.32,98420,5.9,32.79,40.99,56.83,68200,85250,118200
34,New Jersey,NJ,13-2031,Budget Analysts,detailed,750,6.2,0.178,0.57,43.02,89470,1.1,34.56,41.41,48.88,71890,86130,101670
35,New Mexico,NM,13-2031,Budget Analysts,detailed,630,1.3,0.749,2.4,44.98,93550,0.9,33.54,48.24,51.67,69760,100350,107470
36,New York,NY,13-2031,Budget Analysts,detailed,2990,3.9,0.318,1.02,47.97,99780,1.7,36.64,44.9,58.44,76210,93390,121560
37,North Carolina,NC,13-2031,Budget Analysts,detailed,1650,4.2,0.345,1.11,39.04,81210,0.9,31.03,38.14,46.53,64540,79320,96780
38,North Dakota,ND,13-2031,Budget Analysts,detailed,70,4.5,0.17,0.55,37.58,78160,0.2,30.2,35.69,42.86,62820,74240,89140
39,Ohio,OH,13-2031,Budget Analysts,detailed,810,4.7,0.148,0.47,42.65,88720,0.6,34.58,40.37,50.5,71930,83970,105040
40,Oklahoma,OK,13-2031,Budget Analysts,detailed,510,2.6,0.307,0.99,35.68,74210,1.8,27.52,34.33,42.87,57240,71410,89180
41,Oregon,OR,13-2031,Budget Analysts,detailed,880,1.6,0.453,1.45,43.46,90390,0.5,36.39,43.77,50.25,75690,91030,104510
42,Pennsylvania,PA,13-2031,Budget Analysts,detailed,1070,4.5,0.18,0.58,40.57,84380,1.3,31.55,37.74,48.04,65610,78500,99920
44,Rhode Island,RI,13-2031,Budget Analysts,detailed,100,2.9,0.2,0.64,43.75,90990,0.6,37.37,42.97,49.56,77730,89380,103090
45,South Carolina,SC,13-2031,Budget Analysts,detailed,450,10.5,0.202,0.65,37.43,77860,1.1,30.35,35.16,44.26,63130,73120,92050
46,South Dakota,SD,13-2031,Budget Analysts,detailed,120,1.2,0.268,0.86,36.52,75970,0.4,29.29,34.78,41.14,60920,72340,85570
47,Tennessee,TN,13-2031,Budget Analysts,detailed,960,6,0.3,0.96,39.82,82830,1.6,31.59,38.16,47.35,65710,79370,98490
48,Texas,TX,13-2031,Budget Analysts,detailed,3770,2.7,0.278,0.89,39.31,81760,1.5,29.82,36.83,47.38,62030,76600,98550
49,Utah,UT,13-2031,Budget Analysts,detailed,450,3.9,0.266,0.85,42.37,88120,1.4,31.12,39.82,51.85,64730,82830,107850
50,Vermont,VT,13-2031,Budget Analysts,detailed,40,1.9,0.145,0.47,38.61,80300,1,32.5,37.67,43.18,67600,78350,89810
51,Virginia,VA,13-2031,Budget Analysts,detailed,2620,3.8,0.658,2.11,50.02,104050,0.6,37.78,49.47,61.37,78580,102900,127640
53,Washington,WA,13-2031,Budget Analysts,detailed,1100,3.4,0.315,1.01,44.11,91740,1.3,34.11,40.57,51.67,70950,84390,107470
54,West Virginia,WV,13-2031,Budget Analysts,detailed,200,3.7,0.287,0.92,38.09,79220,3,28.44,35.43,45.13,59150,73690,93870
55,Wisconsin,WI,13-2031,Budget Analysts,detailed,1050,17.9,0.365,1.17,38.46,79990,14,30.51,36.82,44.38,63450,76590,92310
56,Wyoming,WY,13-2031,Budget Analysts,detailed,90,11.8,0.32,1.03,37.52,78040,2.8,31.04,35.94,40.97,64550,74760,85220
1,Alabama,AL,13-2041,Credit Analysts,detailed,470,7.5,0.228,0.47,43.32,90100,3.2,27.43,39.84,54.04,57050,82860,112410
2,Alaska,AK,13-2041,Credit Analysts,detailed,30,20.3,0.108,0.22,34.61,71990,6.4,25.26,31.61,42.42,52550,65740,88220
4,Arizona,AZ,13-2041,Credit Analysts,detailed,2630,6.3,0.84,1.74,36.5,75920,2,28.37,31.98,39.2,59000,66510,81540
5,Arkansas,AR,13-2041,Credit Analysts,detailed,250,12.7,0.195,0.4,31.97,66500,4.8,23.47,29.04,36.51,48830,60390,75940
6,California,CA,13-2041,Credit Analysts,detailed,6260,7.8,0.349,0.72,47.7,99220,3.9,30.28,39.05,59.29,62980,81220,123330
8,Colorado,CO,13-2041,Credit Analysts,detailed,1200,6.2,0.423,0.88,48.6,101090,2.3,31.33,40.69,63.69,65170,84640,132480
9,Connecticut,CT,13-2041,Credit Analysts,detailed,570,9.4,0.346,0.72,43.03,89500,3.9,34.02,37.64,49.19,70770,78300,102320
11,District of Columbia,DC,13-2041,Credit Analysts,detailed,50,38.8,0.069,0.14,42.87,89180,14.3,30.57,39.05,45.2,63590,81230,94010
12,Florida,FL,13-2041,Credit Analysts,detailed,4160,5,0.435,0.9,41.52,86360,3,28.87,36.91,48.24,60040,76780,100330
13,Georgia,GA,13-2041,Credit Analysts,detailed,1760,6.2,0.37,0.77,39.87,82920,2.2,27.19,31.8,42.66,56560,66150,88730
15,Hawaii,HI,13-2041,Credit Analysts,detailed,90,8.1,0.144,0.3,40.44,84110,3.5,25.84,36.95,47.3,53760,76860,98390
16,Idaho,ID,13-2041,Credit Analysts,detailed,450,10.6,0.545,1.13,35.98,74830,9.1,27.54,33.34,37.17,57290,69350,77310
17,Illinois,IL,13-2041,Credit Analysts,detailed,3500,12.4,0.582,1.21,47.83,99490,3.9,32.13,40.71,59.61,66840,84680,123980
18,Indiana,IN,13-2041,Credit Analysts,detailed,760,6.7,0.239,0.5,34.97,72730,2,24.83,31.01,40.89,51640,64490,85040
19,Iowa,IA,13-2041,Credit Analysts,detailed,970,2.7,0.625,1.3,45.55,94750,1.1,30.36,40.48,51.72,63150,84200,107580
20,Kansas,KS,13-2041,Credit Analysts,detailed,590,11.6,0.419,0.87,37.08,77130,5,26.74,32.2,41.9,55610,66980,87150
21,Kentucky,KY,13-2041,Credit Analysts,detailed,810,7.5,0.41,0.85,39.52,82210,3.1,27.65,35.88,46.99,57520,74640,97730
22,Louisiana,LA,13-2041,Credit Analysts,detailed,230,17,0.124,0.26,32.63,67870,4.6,23.57,27.49,39.22,49020,57170,81570
23,Maine,ME,13-2041,Credit Analysts,detailed,230,21.8,0.376,0.78,39.22,81580,3.3,29.79,36.95,45.23,61970,76860,94070
24,Maryland,MD,13-2041,Credit Analysts,detailed,1130,9.5,0.422,0.88,44.89,93370,5.8,30.37,38.6,48.75,63180,80280,101400
25,Massachusetts,MA,13-2041,Credit Analysts,detailed,1990,7.6,0.545,1.13,48.47,100820,2.9,30.99,41.32,61.19,64470,85950,127280
26,Michigan,MI,13-2041,Credit Analysts,detailed,1460,8.3,0.335,0.7,36.54,76010,2.1,28.18,32.43,39.57,58610,67460,82310
27,Minnesota,MN,13-2041,Credit Analysts,detailed,1660,8.4,0.575,1.19,38.99,81100,1.8,29.63,36.53,44.59,61630,75980,92740
28,Mississippi,MS,13-2041,Credit Analysts,detailed,320,15,0.277,0.57,31.87,66290,4.1,22.12,27.22,36.93,46010,56620,76810
29,Missouri,MO,13-2041,Credit Analysts,detailed,1190,11.4,0.414,0.86,36.96,76870,3.1,27.44,34.31,43.05,57080,71370,89540
30,Montana,MT,13-2041,Credit Analysts,detailed,230,8.8,0.455,0.94,33.76,70220,4.3,25.12,29.36,38.23,52240,61070,79510
31,Nebraska,NE,13-2041,Credit Analysts,detailed,530,8.3,0.534,1.11,38.27,79600,1.8,29.67,37.51,44.37,61710,78020,92290
32,Nevada,NV,13-2041,Credit Analysts,detailed,360,10.8,0.241,0.5,39.78,82740,8.5,26.9,34.05,43.29,55940,70830,90040
